hiv_prep_longitudinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prep,prophylaxis,truvada,descovy,apretude,Dates,United States Avg,United States,NY,NY-New York City,DC,DC-Washington,WI,WI-Madison,United Kingdom,IL,IL-Chicago,MN,CA,NC,VA,Pakistan,Romania,The Netherlands,OH,CA-San Diego,Ukraine,GA,GA-Atlanta,India,MS,Singapore,CA-Los Angeles,ID,FL,OR,OR-Portland,PA,PA-Philadelphia,Jordan,MA,MA-Boston,HI,HI-Honolulu,Sweden,CO,Ghana,TN,TN-Nashville,WA,WA-Seattle,South Africa,MD,NV,NV-Las Vegas,Austria,Estonia,VA-Arlington,NJ,Australia,Mexico,Canada,LA,LA-New Orleans,IN,IN-Indianapolis,CA-Sacramento,ID-Boise,NY-Buffalo,CA-Oakland,CO-Denver,Kenya,MO,Switzerland,Germany,Indonesia,TX,TX-Dallas,NV-Reno,NM,NM-Albuquerque,AZ,AZ-Phoenix,TX-San Antonio,Philippines,Norway,RI,IA,Gibraltar,MD-Baltimore,MI,MI-Detroit,OH-Cleveland,NH,LA-Baton Rouge,AZ-Tucson,Italy,CT,SC,Egypt,Sri Lanka,PA-Pittsburgh,AR,AL,Rwanda,Peru,FL-Miami,Japan,Malaysia,FL-Orlando,Nigeria,NC-Charlotte,CA-San Jose,Spain,Bangladesh,MN-Minneapolis,TX-Houston,NC-Durham,TX-Austin,France,Thailand,WI-Milwaukee,Armenia,CA-Anaheim,New Zealand,Portugal,Cambodia,Venezuela,Ireland,VT,VA-Richmond,OH-Cincinnati,Malawi,AZ-Glendale,Lebanon,Panama,Madagascar,Uganda,Belgium,KY,AK,AK-Anchorage,KS,AZ-Mesa,China,South Korea,FL-Tampa,IN-Fort Wayne,Botswana,Jamaica,Ethiopia,WV,Netherlands,NE,NE-Omaha,UT,NC-Greensboro,Argentina,United Arab Emirates,Cameroon,Kuwait,CA-Santa Ana,MO-Kansas City,OH-Toledo,CA-Riverside,NJ-Newark,Slovenia,CA-Bakersfield,NC-Raleigh,Brazil,Poland,El Salvador,Kazakhstan,ND,KY-Louisville,NJ-Jersey City,CO-Colorado Springs,Zambia,Tajikistan,Israel,Chile,Puerto Rico,DE,TX-Plano,CA-San Francisco,Tunisia,Ecuador,Dominican Republic,Vietnam,Zimbabwe,AZ-Scottsdale,Denmark,OH-Columbus,Czech Republic,NE-Norfolk,Iran,Senegal,Namibia,Finland,Cyprus,TX-Lubbock,Barbados,Reunion,Mauritius,Bahrain,Turkey,Tanzania,Nepal,Saudi Arabia,Algeria,TX-Arlington,Trinidad and Tobago,KS-Wichita,Luxembourg,Seychelles,Russia,French Polynesia,CA-Irvine,AZ-Gilbert,Mali,MT,OK,OK-Oklahoma City,ME,ME-Portland,Ivory Coast,Maldives,Hong Kong,St. Lucia,Angola,Uzbekistan,Bolivia,WY,Greece,DE-Newark,WA-Spokane,Colombia,IN-Columbus,CA-Fresno,Albania,TN-Memphis,Morocco,NE-Lincoln,Saint Lucia,CA-Richmond,Taiwan,Honduras,Burkina Faso,Antarctica,Slovakia,Nicaragua,CA-Fremont,CA-Long Beach,Turks and Caicos Islands,The Bahamas,SD,VA-Virginia Beach,Palestinian Territory,Suriname,CA-Newark,AZ-Chandler,Belize,Hungary,GA-Columbus,CA-Glendale,NC-Jacksonville,NV-Henderson,Mozambique,British Virgin Islands,OK-Tulsa,TX-Fort Worth,Moldova,Afghanistan,Guyana,Guatemala,TX-Irving,Costa Rica,Antigua and Barbuda,Qatar,VA-Norfolk,Latvia,Myanmar,Lesotho,KS-Kansas City,Uruguay,Brunei,Swaziland,Georgia,TX-El Paso,Mongolia,Liberia,Anguilla,South Sudan,Guadeloupe,Haiti,Cayman Islands,Cuba,Malta,TX-Corpus Christi,Libya,Bosnia and Herzegovina,Serbia,NY-Long Beach,Croatia,The Gambia,Macedonia,Somalia,TX-Laredo,Sudan,CO-Aurora,Paraguay,Turkmenistan,Democratic Republic of Congo,Iceland,TN-Cleveland,Republic of Latvia,Iraq,Fiji,CA-Stockton,Syria,U.S. Virgin Islands,Papua New Guinea,Kosovo,MA-Lexington,CA-Chula Vista,Oman,Bulgaria,Montenegro,Republic of Lithuania,Kyrgyzstan,Eswatini,KY-Henderson,TX-Garland,South Georgia and the South Sandwich Islands,Cook Islands,IL-Aurora,NJ-Madison,Benin,CA-Lincoln,Sierra Leone,Dominica,MA-Arlington,Monaco,AL-Madison,Aruba,MS-Madison,CO-Louisville,FL-Jacksonville,Djibouti,Grenada,IN-Richmond,North Korea,Martinique
368,39,25,1,0,2017-08-19,3.137254902,160,31,22,4,4,,,36,2,1,1,32,5,,,,,4,4,,6,6,,,,,,14,,,12,1,,2,2,11,11,,2,,2,2,1,1,9,1,1,1,,,,7,8,,9,2,2,,,,,,,2,10,,3,,,3,1,,,,,,,2,,1,1,,,1,,,1,,,1,,,,,1,1,2,,,,,,,1,,,2,,1,2,3,,3,1,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,1,,,,,,,,,,1,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,25,7,0,0,2017-08-26,2.450980392,125,16,8,7,7,,,35,1,,,40,6,,,,,3,3,,12,11,,,2,,,2,,,3,,,,,11,11,2,1,,2,1,2,2,9,2,2,2,,,,2,4,,2,4,4,,,1,,,,1,8,,5,,,3,1,,,,,,1,,,,1,,1,1,,1,2,,,,,,,,1,,,,,,,1,1,,,,,,,1,3,,1,3,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,20,26,0,0,2017-09-02,4,204,28,17,6,6,2,2,47,6,6,2,44,6,3,1,,2,3,7,,11,7,2,,,,,7,,,22,5,,3,3,4,3,,4,,,,4,4,8,3,3,3,,,,,5,,7,2,2,,,,,,1,2,10,2,5,,1,3,,,,,2,,,4,,1,,,2,4,1,1,,,,1,,,,,,,3,,,,,,,1,1,,1,1,,,1,3,1,1,,,,,,,1,3,,,1,,,,,,,,,2,2,,,,,,,,,1,,2,,,1,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,30,63,0,0,2017-09-09,4.549019608,232,45,27,8,8,,,30,4,4,,31,3,3,,,,7,1,,13,11,,1,2,,1,7,1,1,22,2,1,4,1,14,14,,2,,5,1,1,1,12,3,,,,,,12,1,,17,2,1,1,1,1,,,,,18,2,4,1,,4,,,,,1,1,,2,1,1,2,,2,2,,,3,,,,,,,,2,3,3,,,,,,1,2,,,1,,,2,1,1,,,,,,1,,,,5,,,,,,,,,,1,2,,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,25,36,1,0,2017-09-16,4.921568627,251,47,29,16,16,,,20,4,3,10,57,6,3,,,,3,1,,6,6,1,,,2,,11,2,2,7,6,1,7,7,9,7,1,,1,2,1,9,5,2,5,2,2,,,,3,2,1,61,3,1,1,1,,,,1,,5,2,1,,,8,,,,,2,2,1,2,,3,1,,3,2,,,1,1,,,6,,,,1,,2,,,1,,,,1,,,,,9,4,1,1,1,2,,,,,,1,,6,,,1,,,,1,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,23,47,1,0,2017-09-23,4.803921569,245,31,21,25,25,,,37,19,14,3,49,3,1,,,,9,6,,13,13,2,1,,1,,15,,,10,7,,8,4,12,12,1,1,,1,,2,1,16,7,,,,,,8,3,,51,1,1,,,1,,,2,,12,,2,,,5,1,,,,2,1,1,,,1,1,,4,3,,1,,,1,,1,,1,,3,,,,,,,,,,,,1,,,2,2,1,3,,,1,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,19,19,0,0,2017-09-30,3.549019608,181,29,18,14,14,1,1,65,5,5,,28,6,5,,,1,6,4,,8,6,3,,,,,17,,,6,2,,2,1,11,11,,2,,1,,2,2,8,1,,,,,2,6,,,14,2,2,,,,,,,2,6,1,,1,,3,,,,,1,,1,,1,2,1,,,,,,,,1,,2,1,,,2,1,,,,1,,,,,4,,1,,,2,2,,1,,,,,,,,,1,,,1,,,,1,,,1,,1,1,,,,,,,,,1,1,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,58,15,2,0,2017-10-07,3.470588235,177,31,23,9,9,1,,43,4,3,,28,,2,,,,2,3,,7,6,1,,2,1,,20,,,2,1,,,,17,16,1,2,,2,2,2,2,3,1,3,3,,,,13,,,18,1,,,,,,,1,2,5,1,7,1,,4,,,,,,,1,,1,2,,,,2,,,1,,,,,,,,1,,2,,,,,,,,,,,,,2,,1,3,1,,,,1,1,,,8,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,1,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,42,21,0,0,2017-10-14,3.058823529,156,28,20,10,10,1,,81,7,4,,23,3,4,,,1,3,2,,8,5,1,1,,1,1,17,,,2,,,,,10,9,5,1,,2,,,,8,2,1,1,,,,8,2,1,19,,,,,,1,,,1,17,1,3,,,5,1,,,,,,1,1,,,,,,,,3,2,,,,1,,,,1,,,,,,,,1,1,,,,,,2,3,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,45,15,1,0,2017-10-21,2.803921569,143,22,14,4,4,,,48,19,19,2,25,1,2,,,1,5,,,15,13,,,,,,5,,,2,,,6,2,12,11,8,,,,,,,5,2,2,2,,1,,3,1,,3,1,1,1,1,,,1,,,8,,5,,,5,,,1,1,,,1,1,,,,,1,,,1,,,,,2,,,,1,,3,,,,1,,,1,,4,,,2,2,1,2,3,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,12,8,0,0,2017-10-28,2.431372549,124,19,13,15,15,,,19,5,4,,23,1,1,,,1,3,1,,8,8,,,,,,5,,,1,,,1,1,20,19,,,,,,5,,4,1,,,,,,5,1,,7,1,1,1,1,,,,,,13,,2,,,4,,,,,,,1,1,,1,,,,,,1,,,,1,,,,,1,1,,,,,,1,,2,,,,,,2,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,26,17,0,0,2017-11-04,2.823529412,144,22,16,11,11,,,24,,,3,23,2,,,,,9,,,5,5,,,,,,6,1,1,1,,,11,3,17,16,1,,,1,,2,1,4,2,,,,,,2,11,,16,,,4,1,,,1,1,,34,1,,1,,3,,,1,1,,,2,1,,1,,,1,2,,2,,,,,,,,,1,5,1,,,1,,1,,,,,,,3,1,1,,,,,,,,,,,13,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,34,17,0,0,2017-11-11,2.901960784,148,31,13,9,9,,,51,1,,,24,8,1,1,,,2,2,,6,4,,,,,,10,,,6,3,,,,17,17,,,,,,4,4,5,2,,,,,,3,6,,21,,,1,1,,,,,,53,1,9,,,9,4,,,,,,3,1,,1,1,,1,1,1,1,,,,,,,,,2,,,,,,,,,,3,1,2,,,1,2,,,,,,,2,,,,6,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,33,11,0,0,2017-11-18,2.529411765,129,35,22,5,5,,,36,3,3,1,15,4,,,,,1,1,,7,7,2,,,,,9,,,1,1,1,1,1,22,21,,1,,,,2,2,2,1,1,,1,,,1,6,,14,,,,,,,,,1,51,,3,3,,3,,,1,1,2,2,1,,,,,,1,1,,,,,,,,1,,,,1,,,,,,1,,1,1,,1,,,1,1,1,3,,,,,,,,,2,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,125,42,0,0,2017-11-25,9.490196078,484,69,46,110,110,,,117,10,6,11,64,9,1,,,1,12,9,,13,10,7,,2,2,,15,4,,11,7,,6,2,16,16,3,7,,3,3,7,6,22,11,2,2,1,,,13,9,,34,1,1,,,,,2,2,2,69,2,13,9,,22,1,,1,1,2,,2,1,,3,,,3,5,,3,10,,,1,2,,1,1,2,,,,,4,,3,1,5,1,,1,,1,4,3,11,,2,,,,1,,,,53,,,1,,,,,,3,,,,,,,,,,,1,,,1,,,,2,,2,,,,,1,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,1,,2,3,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,61,43,0,0,2017-12-02,5.549019608,283,44,26,67,67,1,,41,18,16,1,35,7,1,,,1,11,4,,9,8,,1,,4,1,19,,,5,3,,4,2,23,23,1,1,,,,3,3,18,2,1,1,,,,3,,,9,,,2,2,,1,1,,1,22,,12,,,8,1,,,,2,1,2,3,,,,,1,1,,1,3,,,,1,1,,,2,,,,,7,,,3,9,,,1,,,1,,3,,,,1,,,1,,1,16,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,2,1,,,,,,,1,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,65,47,0,0,2017-12-09,7.725490196,394,68,46,46,46,,,41,11,8,5,57,8,7,4,,1,9,3,,10,6,10,1,,3,,18,1,,17,4,1,11,9,28,28,4,4,2,4,1,4,2,13,7,1,1,,,1,6,16,4,21,3,,4,1,1,,,,4,6,1,8,2,2,10,,,,,2,,1,3,,8,1,,4,4,,2,,,,2,3,1,4,,1,1,3,,,1,,,2,8,1,,1,1,2,5,3,1,,2,,,,1,,,1,7,,,1,,,2,2,,1,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,4,,9,,,,,1,1,,,,,2,1,1,,,,1,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,37,17,0,0,2017-12-16,5.941176471,303,52,39,50,50,2,,32,4,2,2,36,10,1,,,,4,5,,13,11,2,,1,3,,8,1,1,11,1,,4,4,32,32,,2,,1,,4,3,7,4,,,,,,4,6,,19,,,1,1,1,,,,,10,,3,4,5,6,1,,,,3,1,1,4,,2,,,3,3,,,,,,1,,,1,,1,1,3,,,2,1,,,4,2,,3,,1,2,4,2,,,,,,,1,,1,1,,,2,,,2,,,3,1,,,,2,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,2,,,,1,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,42,20,1,0,2017-12-23,3.196078431,163,20,18,45,45,,,8,3,1,1,14,,1,1,,,4,1,,5,5,1,,,,,1,,,3,1,,4,2,28,28,,,,2,1,2,1,7,3,2,2,,,,8,1,,30,,,2,1,,,,1,,3,,,2,,6,,,,,1,1,4,,,1,,,2,,,2,,,,,,,,,2,,,,,,,,1,1,,2,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,37,27,0,0,2017-12-30,3.68627451,188,26,17,57,57,,,19,8,6,1,22,2,1,,,,2,3,,7,6,,,,,,8,,,3,1,,1,1,15,14,,2,,2,1,,,8,9,1,1,,,,5,,,31,,,2,2,,,,,2,2,,3,3,,5,,,1,1,,,1,,,,1,,1,,,,,,,1,,,,,2,,,1,,,,1,,,,,,,,2,2,2,,,,,,,1,,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
342,42,36,1,0,2018-01-06,4.137254902,211,24,16,54,54,,,34,6,6,2,19,4,3,,,,6,,,13,12,,,,,,10,,,3,1,,1,,17,17,1,,,2,1,,,7,4,,,,,,5,,,17,1,,,,,,,1,,11,,3,2,2,3,,,,,,,2,,,4,2,,1,3,1,1,,1,,,,2,,,2,,2,,,,1,,,,,,,,1,1,2,,,,,,,1,,,1,3,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,51,31,0,0,2018-01-13,4.058823529,207,17,15,41,41,,,32,4,2,2,25,14,,,,1,5,1,,8,8,1,1,,,1,7,,,4,,,4,,41,41,,4,1,,,5,4,6,1,,,,,,6,4,1,29,,,1,1,,1,,1,1,8,2,7,1,1,2,,,,,,,1,,,,,,,,,1,,,,,1,1,,,,,,,,1,,,1,,,,,,1,,1,1,,3,,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,51,21,0,0,2018-01-20,3.705882353,189,29,23,31,31,,,32,5,2,,22,10,2,,,1,1,1,1,6,6,,,,1,,6,,,2,,,2,1,32,32,,2,,2,,10,10,9,1,,,,,,3,2,,14,1,,1,,,,,,,,,2,3,,5,,,,,,,2,3,,3,1,,,3,1,1,,1,,,,,,,1,,1,,,,,,1,,1,,1,,,1,2,1,1,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,52,65,0,0,2018-01-27,5.803921569,296,39,24,25,25,1,,19,9,8,2,36,9,1,,,,8,5,,23,18,,,,1,1,23,3,1,3,,,4,3,35,35,,6,,3,2,1,,4,3,2,2,,,,5,2,,8,1,,1,,2,1,,1,1,3,,3,,,7,,,,,2,1,1,,2,,1,,2,1,,3,1,,1,,2,2,,,1,,3,,,3,,,1,,,1,,,,2,3,2,1,,,1,,,1,,,3,,,1,,,,,,1,,3,1,1,,,,,1,,1,,,1,,,,2,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,64,70,1,0,2018-02-03,8.176470588,417,53,32,60,60,3,,47,8,4,2,43,8,1,1,,,25,4,,16,14,4,,,,1,46,,,9,5,,8,6,42,41,2,5,,4,2,4,3,6,3,3,3,,,,11,59,,16,3,2,1,,1,1,,3,2,1,,9,1,1,9,2,,1,1,2,1,1,14,,1,,,1,5,1,1,2,,1,,,6,,,4,,3,,,1,,,6,2,1,,2,,1,1,3,1,1,,2,,,8,1,,,2,,,1,,,,,,1,,,1,1,1,,,,,,,,,2,1,,,,,,,,,,,,,2,,,4,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,1,,,1,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
